idx,section,compte,intitule,date,piece,jnl,libelle,debit,credit,solde,lettrage,page
2183,GENERAUX,6251000,Voyages et deplacements,17/06/2025,,AC,AIRBNB,136.14,,2689.63,,60
2184,GENERAUX,6251000,Voyages et deplacements,17/06/2025,2318,AC,MANGIAMO ITALIANO,40.4,,2730.03,,60
2185,GENERAUX,6251000,Voyages et deplacements,18/06/2025,013587,AC,CAFE COTTA,54.8,,2784.83,,60
2186,GENERAUX,6251000,Voyages et deplacements,30/06/2025,,AC,NOTE DE FRAIS XAVIER GAUSSENS 06.2025 PEAGE,9.4,,2794.23,,60
2187,GENERAUX,6251000,Voyages et deplacements,30/06/2025,,AC,NOTE DE FRAIS XAVIER GANSSENS 06.2025 IK + BOLT,626.96,,3421.19,,60
2188,GENERAUX,6251000,Voyages et deplacements,07/07/2025,20250707,AC,SNCF,177.8,,3598.99,,60
2189,GENERAUX,6251000,Voyages et deplacements,12/07/2025,STJP9V,AC,SNCF,19.0,,3617.99,,60
2190,GENERAUX,6251000,Voyages et deplacements,16/07/2025,20250716,AC,SNCF,40.2,,3658.19,,60
2191,GENERAUX,6251000,Voyages et deplacements,31/07/2025,,AC,NOTE DE FRAIS XAVIER GAUSSENS 07.2025 IK,491.11,,4149.3,,60
2192,GENERAUX,6251000,Voyages et deplacements,31/07/2025,,AC,NOTE DE FRAIS XAVIER GAUSSENS 07.2025 PEAGE,96.5,,4245.8,,60
2193,GENERAUX,6251000,Voyages et deplacements,31/07/2025,,AC,NOTE DE FRAIS STEPHANIE HOUVENAGHEL 07.2025 IK,139.38,,4385.18,,60
2194,GENERAUX,6251000,Voyages et deplacements,31/07/2025,,AC,NOTE DE FRAIS STEPHANIE HOUVENAGHEL 07.2025 PEAGE,25.1,,4410.28,,60
2195,GENERAUX,6251000,Voyages et deplacements,31/07/2025,,AC,NOTE DE FRAIS STEPHANIE HOUVENAGHEL 07.2025 IK,163.62,,4573.9,,60
2196,GENERAUX,6251000,Voyages et deplacements,31/07/2025,,AC,NOTE DE FRAIS ANTHONY GRANDCLEMENT 07.2025 IK,395.11,,4969.01,,60
2197,GENERAUX,6251000,Voyages et deplacements,31/07/2025,,AC,NOTE DE FRAIS XAVIER GAUSSENS 07.2026 IK,341.53,,5310.54,,60
2198,GENERAUX,6251000,Voyages et deplacements,31/07/2025,,AC,NOTE DE FRAIS GRANDCLEMENT 07.2025 TRANSPORT,158.9,,5469.44,,60
2199,GENERAUX,6251000,Voyages et deplacements,31/07/2025,,AC,NOTE DE FRAIS STEPHANIE HOUVEHAGHEL 07.2025 TRANSP,65.0,,5534.44,,60
2200,GENERAUX,6251000,Voyages et deplacements,31/08/2025,,AC,NOTE DE FRAIS ANTHONY GRANDCLEMENT 08.2025 IK,419.35,,5953.79,,60
2201,GENERAUX,6251000,Voyages et deplacements,31/08/2025,,AC,NOTE DE FRAIS XAVIER GAUSSENS 08.2026 IK,299.44,,6253.23,,60
2202,GENERAUX,6251000,Voyages et deplacements,31/08/2025,,AC,NOTE DE FRAIS STEPHANIE HOUVENAGHEL 08.2025 IK,248.46,,6501.69,,60
2203,GENERAUX,6251000,Voyages et deplacements,08/09/2025,,AC,BOULANGERIE,3.8,,6505.49,,60
2204,GENERAUX,6251000,Voyages et deplacements,10/09/2025,,AC,LE BISTROT,11.1,,6516.59,,60
2205,GENERAUX,6251000,Voyages et deplacements,11/09/2025,17,AC,LE BISTROT,42.5,,6559.09,,60
2206,GENERAUX,6251000,Voyages et deplacements,16/09/2025,155426,AC,LE TROCK CAFE,44.0,,6603.09,,60
2207,GENERAUX,6251000,Voyages et deplacements,29/09/2025,30687,AC,PIZZACOZY,43.0,,6646.09,,60
2208,GENERAUX,6251000,Voyages et deplacements,29/09/2025,A3,AC,MOB COWORKING,12.0,,6658.09,,60
2209,GENERAUX,6251000,Voyages et deplacements,29/09/2025,A5,AC,MOB COWORKING,26.2,,6684.29,,60
2210,GENERAUX,6251000,Voyages et deplacements,30/09/2025,,AC,NOTE DE FRAIS ANTHONY GRANDCLEMENT 09.2025 IK,606.39,,7290.68,,60
2211,GENERAUX,6251000,Voyages et deplacements,30/09/2025,,AC,NOTE DE FRAIS ANTHONY G 09.2025 REPAS +LOGEMENT,193.77,,7484.45,,60
2212,GENERAUX,6251000,Voyages et deplacements,30/09/2025,,AC,NOTE DE FRAIS XAVIER GAUSSENS 09.2026 IK,697.14,,8181.59,,61
2213,GENERAUX,6251000,Voyages et deplacements,30/09/2025,,AC,NOTE DE FRAIS XAVIER GAUSSENS 09.2026 PEAGE,19.0,,8200.59,,61
2214,GENERAUX,6251000,Voyages et deplacements,30/09/2025,,AC,NOTE DE FRAIS STEPHANIE HOUVENAGHEL 09.2025 IK,414.02,,8614.61,,61
2215,GENERAUX,6251000,Voyages et deplacements,06/10/2025,1326840124,AC,SNCF,326.0,,8940.61,,61
2216,GENERAUX,6251000,Voyages et deplacements,06/10/2025,0029096,AC,UBER,16.9,,8957.51,,61
2217,GENERAUX,6251000,Voyages et deplacements,06/10/2025,0064421,AC,UBER,12.95,,8970.46,,61
2218,GENERAUX,6251000,Voyages et deplacements,07/10/2025,2473277135,AC,SNCF,6.6,,8977.06,,61
2219,GENERAUX,6251000,Voyages et deplacements,07/10/2025,2661699267,AC,SNCF,6.6,,8983.66,,61
2220,GENERAUX,6251000,Voyages et deplacements,10/10/2025,13272,AC,L ARENA COMPLEX,58.9,,9042.56,,61
2221,GENERAUX,6251000,Voyages et deplacements,13/10/2025,264651210562,AC,SNCF,114.0,,9156.56,,61
2222,GENERAUX,6251000,Voyages et deplacements,15/10/2025,2201249768,AC,SNCF,50.4,,9206.96,,61
2223,GENERAUX,6251000,Voyages et deplacements,24/10/2025,29131,AC,POTALA WOK,17.5,,9224.46,,61
2224,GENERAUX,6251000,Voyages et deplacements,31/10/2025,,AC,NOTE DE FRAIS ANTHONY GRANDCLEMENT 10.2025 IK,809.62,,10034.08,,61
2225,GENERAUX,6251000,Voyages et deplacements,31/10/2025,,AC,NOTE DE FRAIS XAVIER GAUSSENS 10.2026 IK,735.34,,10769.42,,61
2226,GENERAUX,6251000,Voyages et deplacements,31/10/2025,,AC,NOTE DE FRAIS XAVIER GAUSSENS 10.2026 PEAGE,73.7,,10843.12,,61
2227,GENERAUX,6251000,Voyages et deplacements,31/10/2025,,AC,NOTE DE FRAIS STEPHANIE HOUVENAGHEL 10.2025 IK,403.23,,11246.35,,61
2228,GENERAUX,6251000,Voyages et deplacements,31/10/2025,,BQ,RELAY PAS DE FACTURE,2.2,,11248.55,,61
2229,GENERAUX,6251000,Voyages et deplacements,31/10/2025,,BQ,RATP TICKET CB,5.0,,11253.55,,61
2230,GENERAUX,6251000,Voyages et deplacements,03/11/2025,0000181,AC,UBER,24.86,,11278.41,,61
2231,GENERAUX,6251000,Voyages et deplacements,03/11/2025,0023215,AC,UBER,35.91,,11314.32,,61
2232,GENERAUX,6251000,Voyages et deplacements,03/11/2025,1065206528,AC,SNCF,47.0,,11361.32,,61
2233,GENERAUX,6251000,Voyages et deplacements,03/11/2025,386114098,AC,SNCF,190.0,,11551.32,,61
2234,GENERAUX,6251000,Voyages et deplacements,03/11/2025,0157038,AC,UBER,24.1,,11575.42,,61
2235,GENERAUX,6251000,Voyages et deplacements,03/11/2025,,AC,BOOKING,212.4,,11787.82,,61
2236,GENERAUX,6251000,Voyages et deplacements,04/11/2025,0002512,AC,UBER,15.91,,11803.73,,61
2237,GENERAUX,6251000,Voyages et deplacements,04/11/2025,0569115,AC,UBER,20.94,,11824.67,,61
2238,GENERAUX,6251000,Voyages et deplacements,04/11/2025,0008263,AC,UBER,29.97,,11854.64,,61
2239,GENERAUX,6251000,Voyages et deplacements,05/11/2025,0080524,AC,UBER,33.99,,11888.63,,61
2240,GENERAUX,6251000,Voyages et deplacements,05/11/2025,2372076793,AC,SNCF,94.0,,11982.63,,61
2241,GENERAUX,6251000,Voyages et deplacements,05/11/2025,0109490,AC,UBER,25.97,,12008.6,,61
2242,GENERAUX,6251000,Voyages et deplacements,24/11/2025,264651207738,AC,SNCF,216.0,,12224.6,,61
2243,GENERAUX,6251000,Voyages et deplacements,25/11/2025,264789143052,AC,SNCF,239.0,,12463.6,,61
2244,GENERAUX,6251000,Voyages et deplacements,28/11/2025,,BQ,UBER EATS,11.23,,12474.83,,61
2245,GENERAUX,6251000,Voyages et deplacements,28/11/2025,,BQ,UBER EATS,18.95,,12493.78,,61
2246,GENERAUX,6251000,Voyages et deplacements,30/11/2025,,AC,NOTE DE FRAIS XAVIER GAUSSENS 11.2025 IK,802.11,,13295.89,,61
2247,GENERAUX,6251000,Voyages et deplacements,30/11/2025,,AC,NOTE DE FRAIS XAVIER GAUSSENS 11.2025 PEAGE,19.0,,13314.89,,61
2248,GENERAUX,6251000,Voyages et deplacements,30/11/2025,,AC,NOTE DE FRAIS ANTHONY GRANDCLEMENT 11.2025 IK,753.0,,14067.89,,61
2249,GENERAUX,6251000,Voyages et deplacements,30/11/2025,,AC,NOTE DE FRAIS STEPHANIE HOUVENAGHEL 11.2025 IK,401.32,,14469.21,,61
2250,GENERAUX,6251000,Voyages et deplacements,04/12/2025,7081,AC,LE GONE,105.1,,14574.31,,61
2251,GENERAUX,6251000,Voyages et deplacements,04/12/2025,43348,AC,MARIE BLACHERE,21.8,,14596.11,,61
2252,GENERAUX,6251000,Voyages et deplacements,06/12/2025,,AC,"NOTE DE FRAIS ANTHONY G 12.2025 TRANSPORT ""RT"" (A JUSTIFIER)",314.0,,14910.11,,61
2253,GENERAUX,6251000,Voyages et deplacements,11/12/2025,,AC,MOB COWORKING,18.5,,14928.61,,61
2254,GENERAUX,6251000,Voyages et deplacements,11/12/2025,017001000220072,AC,LA GOURMANDE,10.4,,14939.01,,61
2255,GENERAUX,6251000,Voyages et deplacements,31/12/2025,,AC,NOTE DE FRAIS XAVIER GAUSSENS 12.2025 IK,755.41,,15694.42,,61
2256,GENERAUX,6251000,Voyages et deplacements,31/12/2025,,AC,NOTE DE FRAIS STEPHANIE HOUVENAGHEL 12.2025 IK,401.2,,16095.62,,61
2257,GENERAUX,6251000,Voyages et deplacements,31/12/2025,,AC,NOTE DE FRAIS ANTHONY GRANDCLEMENT 12.2025 IK,813.3,,16908.92,,61
2258,GENERAUX,6251000,Voyages et deplacements,31/12/2025,,BQ,UBER EATS,18.77,,16927.69,,62
2259,GENERAUX,6251000,Voyages et deplacements,31/12/2025,,BQ,UBER EATS,20.67,,16948.36,,62
2260,GENERAUX,6251000,Voyages et deplacements,31/12/2025,,BQ,UBER EATS,18.9,,16967.26,,62
2261,GENERAUX,6251000,Voyages et deplacements,31/12/2025,,BQ,UBER EATS,16.81,,16984.07,,62
2262,GENERAUX,6251000,Voyages et deplacements,08/01/2026,3955015774,AC,SNCF,157.8,,17141.87,,62
2263,GENERAUX,6251000,Voyages et deplacements,12/01/2026,2868523229,AC,SNCF,8.3,,17150.17,,62
2264,GENERAUX,6251000,Voyages et deplacements,12/01/2026,,AC,L'AVENUE,83.5,,17233.67,,62
2265,GENERAUX,6251000,Voyages et deplacements,17/01/2026,,AC,SNCF,96.0,,17329.67,,62
2266,GENERAUX,6251000,Voyages et deplacements,19/01/2026,1305772202,AC,SNCF,6.6,,17336.27,,62
2267,GENERAUX,6251000,Voyages et deplacements,19/01/2026,2667285472,AC,SNCF,6.6,,17342.87,,62
2268,GENERAUX,6251000,Voyages et deplacements,20/01/2026,4055366230,AC,SNCF,63.0,,17405.87,,62
2269,GENERAUX,6251000,Voyages et deplacements,21/01/2026,2026-014,AC,PIZZA DI NAPPO,110.0,,17515.87,,62
2270,GENERAUX,6251000,Voyages et deplacements,22/01/2026,1437602952,AC,SNCF,224.0,,17739.87,,62
2271,GENERAUX,6251000,Voyages et deplacements,22/01/2026,RCW8ET2QP8,AC,AIRBNB,153.67,,17893.54,,62
2272,GENERAUX,6251000,Voyages et deplacements,26/01/2026,2145329433,AC,SNCF,6.6,,17900.14,,62
2273,GENERAUX,6251000,Voyages et deplacements,26/01/2026,2553234108,AC,SNCF,6.6,,17906.74,,62
2274,GENERAUX,6251000,Voyages et deplacements,26/01/2026,294122,AC,MARIE BLACHERE,22.75,,17929.49,,62
2275,GENERAUX,6251000,Voyages et deplacements,27/01/2026,A11,AC,MOB COWORKING,30.0,,17959.49,,62
2276,GENERAUX,6251000,Voyages et deplacements,28/01/2026,A10,AC,LA REALTA,121.0,,18080.49,,62
2277,GENERAUX,6251000,Voyages et deplacements,30/01/2026,,AC,NOTE DE FRAIS STEPHANIE HOUVENAGHEL 01.2026 IK,403.69,,18484.18,,62
2278,GENERAUX,6251000,Voyages et deplacements,30/01/2026,,AC,NOTE DE FRAIS ANTHONY GRANDCLEMENT 01.2026 IK,806.23,,19290.41,,62
2279,GENERAUX,6251000,Voyages et deplacements,30/01/2026,761320766,AC,SNCF,6.6,,19297.01,,62
2280,GENERAUX,6251000,Voyages et deplacements,30/01/2026,31,AC,LA PIAZZA,49.96,,19346.97,,62
2281,GENERAUX,6251000,Voyages et deplacements,30/01/2026,,BQ,RATP PAS DE FACTURE,2.0,,19348.97,,62
2282,GENERAUX,6251000,Voyages et deplacements,30/01/2026,,BQ,RATP PAS DE FACTURE,2.55,,19351.52,,62
2283,GENERAUX,6251000,Voyages et deplacements,30/01/2026,,BQ,FCSC RUGBY TICKET CB,2.0,,19353.52,,62
2284,GENERAUX,6251000,Voyages et deplacements,30/01/2026,,BQ,FCSC RUGBY TICKET CB,5.0,,19358.52,,62
2285,GENERAUX,6251000,Voyages et deplacements,31/01/2026,,AC,NOTE DE FRAIS MELANIE MARGUIN 01.2026 IK,473.29,,19831.81,,62
2286,GENERAUX,6251000,Voyages et deplacements,31/01/2026,,AC,NOTE DE FRAIS MELANIE MARGUIN 01.2026 PEAGE,69.4,,19901.21,,62
2287,GENERAUX,6251000,Voyages et deplacements,31/01/2026,,AC,NOTE DE FRAIS XAVIER GAUSSENS 01.2026 IK + MAT INF,804.48,,20705.69,,62
2288,GENERAUX,6251000,Voyages et deplacements,12/02/2026,2141787567,AC,SNCF,210.8,,20916.49,,62
2289,GENERAUX,6251000,Voyages et deplacements,16/02/2026,RCXW3JHHY9,AC,AIRBNB,115.49,,21031.98,,62
2290,GENERAUX,6251000,Voyages et deplacements,23/02/2026,A5,AC,MOB COWORKING,2.1,,21034.08,,62
2291,GENERAUX,6251000,Voyages et deplacements,23/02/2026,00026306,AC,LE BOUCHON DE LA CAVE,112.0,,21146.08,,62
2292,GENERAUX,6251000,Voyages et deplacements,23/02/2026,A9,AC,MOB COWORKING,16.1,,21162.18,,62
2293,GENERAUX,6251000,Voyages et deplacements,26/02/2026,T34444,AC,POTALA WOK,17.5,,21179.68,,62
2294,GENERAUX,6251000,Voyages et deplacements,27/02/2026,,BQ,RATP PAS DE FACTURE,5.1,,21184.78,,62
2295,GENERAUX,6251000,Voyages et deplacements,27/02/2026,,BQ,BKG HOTEL,990.0,,22174.78,,62
2296,GENERAUX,6251000,Voyages et deplacements,27/02/2026,,BQ,UBER EATS,27.41,,22202.19,,62
2297,GENERAUX,6251000,Voyages et deplacements,28/02/2026,,AC,NOTE DE FRAIS PAULINE ZEH 02.2026 TRANSPORT,78.28,,22280.47,,62
2298,GENERAUX,6251000,Voyages et deplacements,28/02/2026,,AC,NOTE DE FRAIS ANTHONY GRANDCLEMENT 02.2026 IK,833.12,,23113.59,,62
2299,GENERAUX,6251000,Voyages et deplacements,28/02/2026,,AC,NOTE DE FRAIS XAVIER GAUSSENS 02.2026 IK,896.9,,24010.49,,62
2300,GENERAUX,6251000,Voyages et deplacements,28/02/2026,,AC,NOTE DE FRAIS SHEPHANIE HOUVENAGHEL 02.2026 IK,402.73,,24413.22,,62
2301,GENERAUX,6251000,Voyages et deplacements,09/03/2026,2564268995,AC,SNCF,419.0,,24832.22,,62
2302,GENERAUX,6251000,Voyages et deplacements,09/03/2026,277612871,AC,SNCF,90.0,,24922.22,,62
2303,GENERAUX,6251000,Voyages et deplacements,09/03/2026,300106225,AC,SNCF,351.0,,25273.22,,62
2304,GENERAUX,6251000,Voyages et deplacements,10/03/2026,2026-0310,AC,CAFE LES TURBINES,182.16,,25455.38,,63
2305,GENERAUX,6251000,Voyages et deplacements,10/03/2026,36RWC6T,BQ,ANNUL.FACT.CB REMB SNCF,,52.0,25403.38,,63
2306,GENERAUX,6251000,Voyages et deplacements,11/03/2026,0013961,AC,UBER,16.46,,25419.84,,63
2307,GENERAUX,6251000,Voyages et deplacements,11/03/2026,2658114502,AC,SNCF,19.0,,25438.84,,63
2308,GENERAUX,6251000,Voyages et deplacements,24/03/2026,4093651706,AC,SNCF,215.0,,25653.84,,63
2309,GENERAUX,6251000,Voyages et deplacements,31/03/2026,,AC,NOTE DE FRAIS MELANIE MARGUIN 03.2026 IK,118.17,,25772.01,,63
2310,GENERAUX,6251000,Voyages et deplacements,31/03/2026,,AC,NOTE DE FRAIS MELANIE MARGUIN 03.2026 PEAGE,14.4,,25786.41,,63
2311,GENERAUX,6251000,Voyages et deplacements,31/03/2026,,AC,NOTE DE FRAIS XAVIER GANSSENS 03.2026 IK,795.14,,26581.55,,63
2312,GENERAUX,6251000,Voyages et deplacements,31/03/2026,,AC,NOTE DE FRAIS XAVIER GANSSENS 03.2026 PEAGE,98.2,,26679.75,,63
2313,GENERAUX,6251000,Voyages et deplacements,31/03/2026,,AC,NOTE DE FRAIS ANTHONY GRANDCLEMENT 03.2026 IK,591.46,,27271.21,,63
2314,GENERAUX,6251000,Voyages et deplacements,31/03/2026,,AC,NOTE DE FRAIS ANTHONY GRANDCLEMENT 03.2026 PEAGE,68.4,,27339.61,,63
2315,GENERAUX,6251000,Voyages et deplacements,31/03/2026,,AC,NOTE DE FRAIS ANTHONY GRANDCLEMENT 03.2026 LOGEMEN,183.5,,27523.11,,63
2316,GENERAUX,6251000,Voyages et deplacements,31/03/2026,,AC,NOTE DE FRAIS ANTHONY GRANDCLEMENT 03.2026 IK,841.79,,28364.9,,63
2317,GENERAUX,6251000,Voyages et deplacements,31/03/2026,,AC,NOTE DE FRAIS ANTHONY GRANDCLEMENT 03.2026 IK,449.0,,28813.9,,63
2318,GENERAUX,6251000,Voyages et deplacements,31/03/2026,,AC,NOTE DE FRAIS STEPHANIE HOUVENAGHEL 03.2026 IK,402.63,,29216.53,,63
2319,GENERAUX,6251000,Voyages et deplacements,31/03/2026,,AC,NOTE DE FRAIS ANTHONY G 03.2026 LOGMT + TRANSPORT,638.36,,29854.89,,63
2320,GENERAUX,6251000,Voyages et deplacements,31/03/2026,,BQ,THE RUCK HOTEL PAS DE FACTURE,5.8,,29860.69,,63
2321,GENERAUX,6251000,Voyages et deplacements,31/03/2026,,BQ,P1 GERLAND PAS DE FACTURE,9.0,,29869.69,,63
2322,GENERAUX,6251000,Voyages et deplacements,08/04/2026,46,AC,SO CLUB,65.6,,29935.29,,63
2323,GENERAUX,6251000,Voyages et deplacements,16/04/2026,1463588228,AC,SNCF,167.0,,30102.29,,63
2324,GENERAUX,6251000,Voyages et deplacements,16/04/2026,,AC,BOOKING,86.4,,30188.69,,63
2325,GENERAUX,6251000,Voyages et deplacements,17/04/2026,,AC,LES 2 STADES,12.5,,30201.19,,63
2326,GENERAUX,6251000,Voyages et deplacements,17/04/2026,A9480,AC,LA REALTA,33.9,,30235.09,,63
2327,GENERAUX,6251000,Voyages et deplacements,21/04/2026,2003048185,AC,SNCF,197.0,,30432.09,,63
2328,GENERAUX,6251000,Voyages et deplacements,21/04/2026,2547177118,AC,SNCF,43.0,,30475.09,,63
2329,GENERAUX,6251000,Voyages et deplacements,21/04/2026,548GX1C,BQ,ANNUL.FACT.CB REMB SNCF,,15.0,30460.09,,63
2330,GENERAUX,6251000,Voyages et deplacements,21/04/2026,548GX1D,BQ,ANNUL.FACT.CB REMB SNCF,,18.0,30442.09,,63
2331,GENERAUX,6251000,Voyages et deplacements,27/04/2026,,AC,PARKING,7.0,,30449.09,,63
2332,GENERAUX,6251000,Voyages et deplacements,27/04/2026,,AC,PARKING,11.5,,30460.59,,63
2333,GENERAUX,6251000,Voyages et deplacements,27/04/2026,90798,AC,THE RUCK HOTEL,64.3,,30524.89,,63
2334,GENERAUX,6251000,Voyages et deplacements,28/04/2026,302896,AC,LES 2 STADES,126.5,,30651.39,,63
2335,GENERAUX,6251000,Voyages et deplacements,29/04/2026,24566,AC,L AMERICAIN,34.8,,30686.19,,63
2336,GENERAUX,6251000,Voyages et deplacements,30/04/2026,,AC,NOTE DE FRAIS ANTHONY GRANDCLEMENT 04.2026 TRANSPO,225.17,,30911.36,,63
2337,GENERAUX,6251000,Voyages et deplacements,30/04/2026,,AC,NOTE DE FRAIS STEPHANIE HOUVENAGHEL 04.2026 IK,403.63,,31314.99,,63
2338,GENERAUX,6251000,Voyages et deplacements,30/04/2026,,AC,NOTE DE FRAIS PAULINE ZEH 04.2026 TRANSPORT,85.79,,31400.78,,63
2339,GENERAUX,6251000,Voyages et deplacements,04/05/2026,PU8V9X,AC,SNCF,6.8,,31407.58,,63
2340,GENERAUX,6251000,Voyages et deplacements,04/05/2026,,AC,airbnb,264.81,,31672.39,,63
2341,GENERAUX,6251000,Voyages et deplacements,04/05/2026,W7VDQE8,BQ,VIR INST POUR STEPHANIE HOUVENAGHEL SNCF,15.4,,31687.79,,63
2342,GENERAUX,6251000,Voyages et deplacements,15/05/2026,39036,AC,PIZZACOZY,31.0,,31718.79,,63
2343,GENERAUX,6251000,Voyages et deplacements,21/05/2026,9,AC,NOTE DE FRAIS JURY VUILLOT PATRICE 05.2026,105.0,,31823.79,,63
2344,GENERAUX,6251000,Voyages et deplacements,26/05/2026,E26053033,AC,NOTE DE FRAIS JURY COTTIN CHRISTIAN 05.2026,127.37,,31951.16,,63
2345,GENERAUX,6251000,Voyages et deplacements,27/05/2026,05/26/19,AC,NOTE DE FRAIS JURY KAMEL AFRIT 05.2026,204.12,,32155.28,,63
2346,GENERAUX,6251000,Voyages et deplacements,29/05/2026,,BQ,BKG HOTEL AT BO,188.43,,32343.71,,63
2347,GENERAUX,6251000,Voyages et deplacements,29/05/2026,,BQ,MOKAMATIC,0.7,,32344.41,,63
2348,GENERAUX,6251000,Voyages et deplacements,29/05/2026,,BQ,MOKAMATIC,0.7,,32345.11,,63
2349,GENERAUX,6251000,Voyages et deplacements,29/05/2026,,BQ,MOKAMATIC,0.7,,32345.81,,64
2350,GENERAUX,6251000,Voyages et deplacements,29/05/2026,,BQ,MOKAMATIC,0.7,,32346.51,,64
2351,GENERAUX,6251000,Voyages et deplacements,29/05/2026,,BQ,MOKAMATIC,0.7,,32347.21,,64
2352,GENERAUX,6251000,Voyages et deplacements,29/05/2026,,BQ,MOKAMATIC,0.7,,32347.91,,64
2353,GENERAUX,6251000,Voyages et deplacements,29/05/2026,,BQ,MOKAMATIC,0.7,,32348.61,,64
2354,GENERAUX,6251000,Voyages et deplacements,29/05/2026,,BQ,MOKAMATIC,0.7,,32349.31,,64
2355,GENERAUX,6251000,Voyages et deplacements,29/05/2026,,BQ,MOKAMATIC,0.7,,32350.01,,64
2356,GENERAUX,6251000,Voyages et deplacements,29/05/2026,,BQ,MOKAMATIC,0.7,,32350.71,,64
2357,GENERAUX,6251000,Voyages et deplacements,30/05/2026,,AC,NOTE DE FRAIS JURY CORNU STEPHANIE 05.2026,36.89,,32387.6,,64
2358,GENERAUX,6251000,Voyages et deplacements,30/05/2026,,AC,NOTE DE FRAIS JURY SOPHIANE DJELLOUL 05.2026,323.4,,32711.0,,64
2359,GENERAUX,6251000,Voyages et deplacements,30/05/2026,,AC,NOTE DE FRAIS JURY TOULUSE PASCAL 05.2026,268.4,,32979.4,,64
2360,GENERAUX,6251000,Voyages et deplacements,30/05/2026,,AC,NOTE DE FRAIS JURY BEUGNON BERNARD 05.2026,448.61,,33428.01,,64
2361,GENERAUX,6251000,Voyages et deplacements,30/05/2026,,AC,NOTE DE FRAIS JURY BEGHIDJA KAMEL 05.2026,286.73,,33714.74,,64
2362,GENERAUX,6251000,Voyages et deplacements,30/05/2026,,AC,NOTE DE FRAIS JURY DANTIGAILLARD OPHELIE 05.2026,14.63,,33729.37,,64
2363,GENERAUX,6251000,Voyages et deplacements,30/05/2026,,AC,NOTE DE FRAIS JURY BOURGEOIS NICOLAS 05.2026,144.8,,33874.17,,64
2364,GENERAUX,6251000,Voyages et deplacements,31/05/2026,,AC,NOTE DE FRAIS MELANIE MARGUIN 05.2026 IK,127.26,,34001.43,,64
2365,GENERAUX,6251000,Voyages et deplacements,31/05/2026,,AC,NOTE DE FRAIS MELANIE MARGUIN 05.2026 REPAS,49.6,,34051.03,,64
2366,GENERAUX,6251000,Voyages et deplacements,31/05/2026,,AC,NOTE DE FRAIS MELANIE MARGUIN 05.2026 PEAGE,15.2,,34066.23,,64
2367,GENERAUX,6251000,Voyages et deplacements,31/05/2026,,AC,NOTE DE FRAIS XAVIER GAUSSENS 05.2026 IK,842.25,,34908.48,,64
2368,GENERAUX,6251000,Voyages et deplacements,31/05/2026,,AC,NOTE DE FRAIS XAVIER GAUSSENS 05.2026 PEAGE,9.6,,34918.08,,64
2369,GENERAUX,6251000,Voyages et deplacements,31/05/2026,,AC,NOTE DE FRAIS BAPTISTE DONIN 05.2026 IK,418.2,,35336.28,,64
2370,GENERAUX,6251000,Voyages et deplacements,31/05/2026,,AC,NOTE DE FRAIS ANTHONY GRANDCLEMENT 05.2026 IK,863.53,,36199.81,,64
2371,GENERAUX,6251000,Voyages et deplacements,31/05/2026,,AC,NOTE DE FRAIS STEPHANIE HOUVENAGHEL 05.2026 IK,409.63,,36609.44,,64
2372,GENERAUX,6251000,Voyages et deplacements,31/05/2026,,AC,NOTE DE FRAIS JURY CHRISTELE CONIGLIANO 05.2026,134.5,,36743.94,,64
2373,GENERAUX,6251000,Voyages et deplacements,31/05/2026,,AC,NOTE DE FRAIS JURY BENIE HENRY 05.2026,115.71,,36859.65,,64
2374,GENERAUX,6251000,Voyages et deplacements,31/05/2026,,AC,NOTE DE FRAIS JURY AZRGHOUNE AZIZ 05.2026,80.0,,36939.65,,64
2375,GENERAUX,6251000,Voyages et deplacements,30/06/2026,,AC,NOTE DE FRAIS BAPTISTE DONIN 06.2026 IK,382.65,,37322.3,,64
2376,GENERAUX,6251000,Voyages et deplacements,30/06/2026,,AC,NOTE DE FRAIS ANTHONY GRANCLEMENT 06.2026 IK,903.36,,38225.66,,64
2377,GENERAUX,6251000,Voyages et deplacements,01/07/2026,2025630170000741,AC,APRR,184.7,,38410.36,,64
2378,GENERAUX,6251000,Voyages et deplacements,09/07/2026,647902588,AC,SNCF,396.0,,38806.36,,64
2379,GENERAUX,6251000,Voyages et deplacements,31/07/2026,,AC,NOTE DE FRAIS ANTHONY GRANDCLEMENT 07.2026 IK,863.0,,39669.36,,64
2380,GENERAUX,6251200,Déplacements et missions Jury,30/05/2026,,AC,NOTE DE FRAIS JURY MALFRAIT ANNE 05.2026,6.61,,6.61,,64
2381,GENERAUX,6251200,Déplacements et missions Jury,30/05/2026,,AC,NOTE DE FRAIS JURY BURLET LETEZZIA 05.2026,66.91,,73.52,,64
2382,GENERAUX,6251200,Déplacements et missions Jury,31/05/2026,,AC,NOTE DE FRAIS JURY TARPIN ERIC 05.2026,112.64,,186.16,,64
2383,GENERAUX,6251200,Déplacements et missions Jury,31/05/2026,,AC,NOTE DE FRAIS JURY MARION BERNARD 05.2026,212.91,,399.07,,64
2384,GENERAUX,6251200,Déplacements et missions Jury,31/05/2026,,AC,NOTE DE FRAIS JURY NION CEDRIC 05.2026,69.14,,468.21,,64
2385,GENERAUX,6251200,Déplacements et missions Jury,01/06/2026,26-06-31,AC,NOTE DE FRAIS JURY FORCLAZ CONSEIL 05.2026,57.0,,525.21,,64
